Date,Open,High,Low,Close,Volume
"Jul 07, 2021",4351.01,4361.88,4329.79,4358.13,3243900000
"Jul 06, 2021",4356.46,4356.46,4314.37,4343.54,3437900000
"Jul 02, 2021",4326.6,4355.43,4326.6,4352.34,2628550000
"Jul 01, 2021",4300.73,4320.66,4300.73,4319.94,3077580000
"Jun 30, 2021",4290.65,4302.43,4287.96,4297.5,3687880000
"Jun 29, 2021",4293.21,4300.52,4287.04,4291.8,3049560000
"Jun 28, 2021",4284.9,4292.14,4274.67,4290.61,3415610000
"Jun 25, 2021",4274.45,4286.12,4271.16,4280.7,6248390000
"Jun 24, 2021",4256.97,4271.28,4256.97,4266.49,3141680000
"Jun 23, 2021",4249.27,4256.6,4241.43,4241.84,3172440000
"Jun 22, 2021",4224.61,4255.84,4217.27,4246.44,3208760000
"Jun 21, 2021",4173.4,4226.24,4173.4,4224.79,3391740000
"Jun 18, 2021",4204.78,4204.78,4164.4,4166.45,6084980000
"Jun 17, 2021",4220.37,4232.29,4196.05,4221.86,3952110000
"Jun 16, 2021",4248.87,4251.89,4202.45,4223.7,3722050000
"Jun 15, 2021",4255.28,4257.16,4238.35,4246.59,3578450000
"Jun 14, 2021",4248.31,4255.59,4234.07,4255.15,3612050000
"Jun 11, 2021",4242.9,4248.38,4232.25,4247.44,3204280000
"Jun 10, 2021",4228.56,4249.74,4220.34,4239.18,3502480000
"Jun 09, 2021",4232.99,4237.09,4218.74,4219.55,3902870000
"Jun 08, 2021",4233.81,4236.74,4208.41,4227.26,3943870000
"Jun 07, 2021",4229.34,4232.34,4215.66,4226.52,3835570000
"Jun 04, 2021",4206.05,4233.45,4206.05,4229.89,3487070000
"Jun 03, 2021",4191.43,4204.39,4167.93,4192.85,4579450000
"Jun 02, 2021",4206.82,4217.37,4198.27,4208.12,4860930000
"Jun 01, 2021",4216.52,4234.12,4197.59,4202.04,4122960000
"May 28, 2021",4210.77,4218.36,4203.57,4204.11,4199270000
"May 27, 2021",4201.94,4213.38,4197.78,4200.88,5201110000
"May 26, 2021",4191.59,4202.61,4184.11,4195.99,3674490000
"May 25, 2021",4205.94,4213.42,4182.52,4188.13,3420870000
"May 24, 2021",4170.16,4209.52,4170.16,4197.05,2947400000
"May 21, 2021",4168.61,4188.72,4151.72,4155.86,3344620000
"May 20, 2021",4121.97,4172.8,4121.97,4159.12,3019060000
"May 19, 2021",4098.45,4116.93,4061.41,4115.68,3485550000
"May 18, 2021",4165.94,4169.15,4125.99,4127.83,3559790000
"May 17, 2021",4169.92,4171.92,4142.69,4163.29,3307130000
"May 14, 2021",4129.58,4183.13,4129.58,4173.85,3251920000
"May 13, 2021",4074.99,4131.58,4074.99,4112.5,3687780000
"May 12, 2021",4130.55,4134.73,4056.88,4063.04,3735080000
"May 11, 2021",4150.34,4162.04,4111.53,4152.1,3593110000
"May 10, 2021",4228.29,4236.39,4188.13,4188.43,3678970000
"May 07, 2021",4210.34,4238.04,4201.64,4232.6,4013060000
"May 06, 2021",4169.14,4202.7,4147.33,4201.62,4504860000
"May 05, 2021",4177.06,4187.72,4160.94,4167.59,4029050000
"May 04, 2021",4179.04,4179.04,4128.59,4164.66,4441080000
"May 03, 2021",4191.98,4209.39,4188.03,4192.66,4061170000
"Apr 30, 2021",4198.1,4198.1,4174.85,4181.17,4273680000
"Apr 29, 2021",4206.14,4218.78,4176.81,4211.47,4288940000
"Apr 28, 2021",4185.14,4201.53,4181.78,4183.18,3772390000
"Apr 27, 2021",4188.25,4193.35,4176.22,4186.72,3703240000
"Apr 26, 2021",4185.03,4194.19,4182.36,4187.62,3738920000
"Apr 23, 2021",4138.78,4194.17,4138.78,4180.17,3568080000
"Apr 22, 2021",4170.46,4179.57,4123.69,4134.98,4235040000
"Apr 21, 2021",4128.42,4175.02,4126.35,4173.42,3865820000
"Apr 20, 2021",4159.18,4159.18,4118.38,4134.94,4338230000
"Apr 19, 2021",4179.8,4180.81,4150.47,4163.26,3788020000
"Apr 16, 2021",4174.14,4191.31,4170.75,4185.47,4157430000
"Apr 15, 2021",4139.76,4173.49,4139.76,4170.42,4027680000
"Apr 14, 2021",4141.58,4151.69,4120.87,4124.66,3976540000
"Apr 13, 2021",4130.1,4148,4124.43,4141.59,3728440000
"Apr 12, 2021",4124.71,4131.76,4114.82,4127.99,3578500000
"Apr 09, 2021",4096.11,4129.48,4095.51,4128.8,3634910000
"Apr 08, 2021",4089.95,4098.19,4082.54,4097.17,3901910000
"Apr 07, 2021",4074.29,4083.13,4068.31,4079.95,4112640000
"Apr 06, 2021",4075.57,4086.23,4068.14,4073.94,4027880000
"Apr 05, 2021",4034.44,4083.42,4034.44,4077.91,3999760000
"Apr 01, 2021",3992.78,4020.63,3992.78,4019.87,4151240000
"Mar 31, 2021",3967.25,3994.41,3966.98,3972.89,4564980000
"Mar 30, 2021",3963.34,3968.01,3944.35,3958.55,4103570000
"Mar 29, 2021",3969.31,3981.83,3943.25,3971.09,4619840000
"Mar 26, 2021",3917.12,3978.19,3917.12,3974.54,5467850000
"Mar 25, 2021",3879.34,3919.54,3853.5,3909.52,4940800000
"Mar 24, 2021",3919.93,3942.08,3889.07,3889.14,4766990000
"Mar 23, 2021",3937.6,3949.13,3901.57,3910.52,4645340000
"Mar 22, 2021",3916.48,3955.31,3914.16,3940.59,4311380000
"Mar 19, 2021",3913.14,3930.12,3886.75,3913.1,7725050000
"Mar 18, 2021",3953.5,3969.62,3910.86,3915.46,4043170000
"Mar 17, 2021",3949.57,3983.87,3935.74,3974.12,4541620000
"Mar 16, 2021",3973.59,3981.04,3953.44,3962.71,4604870000
"Mar 15, 2021",3942.96,3970.08,3923.54,3968.94,4882190000
"Mar 12, 2021",3924.52,3944.99,3915.21,3943.34,4469240000
"Mar 11, 2021",3915.54,3960.27,3915.54,3939.34,5300010000
"Mar 10, 2021",3891.99,3917.35,3885.73,3898.81,5827250000
"Mar 09, 2021",3851.93,3903.76,3851.93,3875.44,5496340000
"Mar 08, 2021",3844.39,3881.06,3819.25,3821.35,5852240000
"Mar 05, 2021",3793.58,3851.69,3730.19,3841.94,6842570000
"Mar 04, 2021",3818.53,3843.67,3723.34,3768.47,7142240000
"Mar 03, 2021",3863.99,3874.47,3818.86,3819.72,6150790000
"Mar 02, 2021",3903.64,3906.41,3868.57,3870.29,5493690000
"Mar 01, 2021",3842.51,3914.5,3842.51,3901.82,5071540000
"Feb 26, 2021",3839.66,3861.08,3789.54,3811.15,6512950000
"Feb 25, 2021",3915.8,3925.02,3814.04,3829.34,6513060000
"Feb 24, 2021",3873.71,3928.65,3859.6,3925.43,5942350000
"Feb 23, 2021",3857.07,3895.98,3805.59,3881.37,6280650000
"Feb 22, 2021",3885.55,3902.92,3874.71,3876.5,5870190000
"Feb 19, 2021",3921.16,3930.41,3903.07,3906.71,4823940000
"Feb 18, 2021",3915.86,3921.98,3885.03,3913.97,4773430000
"Feb 17, 2021",3918.5,3933.61,3900.43,3931.33,4718280000
"Feb 16, 2021",3939.61,3950.43,3923.85,3932.59,5037360000
"Feb 12, 2021",3911.65,3937.23,3905.78,3934.83,4119260000
"Feb 11, 2021",3916.4,3925.99,3890.39,3916.38,4570080000
"Feb 10, 2021",3920.78,3931.5,3884.94,3909.88,4815380000
"Feb 09, 2021",3910.49,3918.35,3902.64,3911.23,4554610000
"Feb 08, 2021",3892.59,3915.77,3892.59,3915.59,4635030000
"Feb 05, 2021",3878.3,3894.56,3874.93,3886.83,4838580000
"Feb 04, 2021",3836.66,3872.42,3836.66,3871.74,4856670000
"Feb 03, 2021",3840.27,3847.51,3816.68,3830.17,4846900000
"Feb 02, 2021",3791.84,3843.09,3791.84,3826.31,5495370000
"Feb 01, 2021",3731.17,3784.32,3725.62,3773.86,5392870000
"Jan 29, 2021",3778.05,3778.05,3694.12,3714.24,6612570000
"Jan 28, 2021",3755.75,3830.5,3755.75,3787.38,6937960000
"Jan 27, 2021",3836.83,3836.83,3732.48,3750.77,9878040000
"Jan 26, 2021",3862.96,3870.9,3847.78,3849.62,6029090000
"Jan 25, 2021",3851.68,3859.23,3797.16,3855.36,6955860000
"Jan 22, 2021",3844.24,3852.31,3830.41,3841.47,5080430000
"Jan 21, 2021",3857.46,3861.45,3845.05,3853.07,4484460000
"Jan 20, 2021",3816.22,3859.75,3816.22,3851.85,4551790000
"Jan 19, 2021",3781.88,3804.53,3780.37,3798.91,4982940000
"Jan 15, 2021",3788.73,3788.73,3749.62,3768.25,5353060000
"Jan 14, 2021",3814.98,3823.6,3792.86,3795.54,5180140000
"Jan 13, 2021",3802.23,3820.96,3791.5,3809.84,4590420000
"Jan 12, 2021",3801.62,3810.78,3776.51,3801.19,4977210000
"Jan 11, 2021",3803.14,3817.86,3789.02,3799.61,4450500000
"Jan 08, 2021",3815.05,3826.69,3783.6,3824.68,4764180000
"Jan 07, 2021",3764.71,3811.55,3764.71,3803.79,5080870000
"Jan 06, 2021",3712.2,3783.04,3705.34,3748.14,6049970000
"Jan 05, 2021",3698.02,3737.83,3695.07,3726.86,4582620000
"Jan 04, 2021",3764.61,3769.99,3662.71,3700.65,5006680000
"Dec 31, 2020",3733.27,3760.2,3726.88,3756.07,3172510000
"Dec 30, 2020",3736.19,3744.63,3730.21,3732.04,3145200000
"Dec 29, 2020",3750.01,3756.12,3723.31,3727.04,3387030000
"Dec 28, 2020",3723.03,3740.51,3723.03,3735.36,3527460000
"Dec 24, 2020",3694.03,3703.82,3689.32,3703.06,1885090000
"Dec 23, 2020",3693.42,3711.24,3689.28,3690.01,3772630000
"Dec 22, 2020",3698.08,3698.26,3676.16,3687.26,4023940000
"Dec 21, 2020",3684.28,3702.9,3636.48,3694.92,4732160000
"Dec 18, 2020",3722.39,3726.7,3685.84,3709.41,7068340000
"Dec 17, 2020",3713.65,3725.12,3710.87,3722.48,4184930000
"Dec 16, 2020",3696.25,3711.27,3688.57,3701.17,4056950000
"Dec 15, 2020",3666.41,3695.29,3659.62,3694.62,4360280000
"Dec 14, 2020",3675.27,3697.61,3645.84,3647.49,4594920000
"Dec 11, 2020",3656.08,3665.91,3633.4,3663.46,4367150000
"Dec 10, 2020",3659.13,3678.49,3645.18,3668.1,4618240000
"Dec 09, 2020",3705.98,3712.39,3660.54,3672.82,5209940000
"Dec 08, 2020",3683.05,3708.45,3678.83,3702.25,4549670000
"Dec 07, 2020",3694.73,3697.41,3678.88,3691.96,4788560000
"Dec 04, 2020",3670.94,3699.2,3670.94,3699.12,5086370000
"Dec 03, 2020",3668.28,3682.73,3657.17,3666.72,5091760000
"Dec 02, 2020",3653.78,3670.96,3644.84,3669.01,5029620000
"Dec 01, 2020",3645.87,3678.45,3645.87,3662.45,5403660000
"Nov 30, 2020",3634.18,3634.18,3594.39,3621.63,6291400000
"Nov 27, 2020",3638.55,3644.31,3629.33,3638.35,2778450000
"Nov 25, 2020",3635.5,3635.5,3617.76,3629.65,4902560000
"Nov 24, 2020",3594.52,3642.31,3594.52,3635.41,6267570000
"Nov 23, 2020",3566.82,3589.81,3552.77,3577.59,5036290000
"Nov 20, 2020",3579.31,3581.23,3556.85,3557.54,4218970000
"Nov 19, 2020",3559.41,3585.22,3543.84,3581.87,4347200000
"Nov 18, 2020",3612.09,3619.09,3567.33,3567.79,5274450000
"Nov 17, 2020",3610.31,3623.11,3588.68,3609.53,4799570000
"Nov 16, 2020",3600.16,3628.51,3600.16,3626.91,5281980000
"Nov 13, 2020",3552.57,3593.66,3552.57,3585.15,4709670000
"Nov 12, 2020",3562.67,3569.02,3518.58,3537.01,4890120000
"Nov 11, 2020",3563.22,3581.16,3557,3572.66,4609970000
"Nov 10, 2020",3543.26,3557.22,3511.91,3545.53,6024230000
"Nov 09, 2020",3583.04,3645.99,3547.48,3550.5,8556610000
"Nov 06, 2020",3508.34,3521.58,3484.34,3509.44,4833950000
"Nov 05, 2020",3485.74,3529.05,3485.74,3510.45,4841190000
"Nov 04, 2020",3406.46,3486.25,3405.17,3443.44,4783040000
"Nov 03, 2020",3336.25,3389.49,3336.25,3369.16,4220070000
"Nov 02, 2020",3296.2,3330.14,3279.74,3310.24,4310590000
"Oct 30, 2020",3293.59,3304.93,3233.94,3269.96,4840450000
"Oct 29, 2020",3277.17,3341.05,3259.82,3310.11,4903070000
"Oct 28, 2020",3342.48,3342.48,3268.89,3271.03,5129860000
"Oct 27, 2020",3403.15,3409.51,3388.71,3390.68,3946990000
"Oct 26, 2020",3441.42,3441.42,3364.86,3400.97,3988080000
"Oct 23, 2020",3464.9,3466.46,3440.45,3465.39,3646570000
"Oct 22, 2020",3438.5,3460.53,3415.34,3453.49,4163630000
"Oct 21, 2020",3439.91,3464.86,3433.06,3435.56,4097750000
"Oct 20, 2020",3439.38,3476.93,3435.65,3443.12,3901260000
"Oct 19, 2020",3493.66,3502.42,3419.93,3426.92,4086200000
"Oct 16, 2020",3493.5,3515.76,3480.45,3483.81,4675890000
"Oct 15, 2020",3453.72,3489.08,3440.89,3483.34,3717640000
"Oct 14, 2020",3515.47,3527.94,3480.55,3488.67,3840630000
"Oct 13, 2020",3534.01,3534.01,3500.86,3511.93,3605150000
"Oct 12, 2020",3500.02,3549.85,3499.61,3534.22,3428970000
"Oct 09, 2020",3459.67,3482.34,3458.07,3477.14,3939060000
"Oct 08, 2020",3434.28,3447.28,3428.15,3446.83,3856190000
"Oct 07, 2020",3384.56,3426.26,3384.56,3419.44,3807830000
"Oct 06, 2020",3408.74,3431.56,3354.54,3360.97,4443380000
"Oct 05, 2020",3367.27,3409.57,3367.27,3408.6,3686920000
"Oct 02, 2020",3338.94,3369.1,3323.69,3348.42,3961550000
"Oct 01, 2020",3385.87,3397.18,3361.39,3380.8,4070530000
"Sep 30, 2020",3341.21,3393.56,3340.47,3363,4722530000
"Sep 29, 2020",3350.92,3357.92,3327.54,3335.47,3651880000
"Sep 28, 2020",3333.9,3360.74,3332.91,3351.6,3946060000
"Sep 25, 2020",3236.66,3306.88,3228.44,3298.46,3792220000
"Sep 24, 2020",3226.14,3278.7,3209.45,3246.59,4599470000
"Sep 23, 2020",3320.11,3323.35,3232.57,3236.92,4364500000
"Sep 22, 2020",3295.75,3320.31,3270.95,3315.57,3963300000
"Sep 21, 2020",3285.57,3285.57,3229.1,3281.06,4828350000
"Sep 18, 2020",3357.38,3362.27,3292.4,3319.47,7068700000
"Sep 17, 2020",3346.86,3375.17,3328.82,3357.01,4371940000
"Sep 16, 2020",3411.23,3428.92,3384.45,3385.49,4710030000
"Sep 15, 2020",3407.73,3419.48,3389.25,3401.2,4051460000
"Sep 14, 2020",3363.56,3402.93,3363.56,3383.54,3832130000
"Sep 11, 2020",3352.7,3368.95,3310.47,3340.97,3704450000
"Sep 10, 2020",3412.56,3425.55,3329.25,3339.19,4192250000
"Sep 09, 2020",3369.82,3424.77,3366.84,3398.96,3920830000
"Sep 08, 2020",3371.88,3379.97,3329.27,3331.84,4665600000
"Sep 04, 2020",3453.6,3479.15,3349.63,3426.96,4431440000
"Sep 03, 2020",3564.74,3564.85,3427.41,3455.06,4898680000
"Sep 02, 2020",3543.76,3588.11,3535.23,3580.84,4285190000
"Sep 01, 2020",3507.44,3528.03,3494.6,3526.65,4083110000
"Aug 31, 2020",3509.73,3514.77,3493.25,3500.31,4342290000
"Aug 28, 2020",3494.69,3509.23,3484.32,3508.01,3855880000
"Aug 27, 2020",3485.14,3501.38,3468.35,3484.55,3929560000
"Aug 26, 2020",3449.97,3481.07,3444.15,3478.73,3754360000
"Aug 25, 2020",3435.95,3444.21,3425.84,3443.62,3619300000
"Aug 24, 2020",3418.09,3432.09,3413.13,3431.28,3728690000
"Aug 21, 2020",3386.01,3399.96,3379.31,3397.16,3705420000
"Aug 20, 2020",3360.48,3390.8,3354.69,3385.51,3642850000
"Aug 19, 2020",3392.51,3399.54,3369.66,3374.85,3884480000
"Aug 18, 2020",3387.04,3395.06,3370.15,3389.78,3881310000
"Aug 17, 2020",3380.86,3387.59,3379.22,3381.99,3671290000
"Aug 14, 2020",3368.66,3378.51,3361.64,3372.85,3193400000
"Aug 13, 2020",3372.95,3387.24,3363.35,3373.43,3648810000
"Aug 12, 2020",3355.46,3387.89,3355.46,3380.35,3768560000
"Aug 11, 2020",3370.34,3381.01,3326.44,3333.69,5087650000
"Aug 10, 2020",3356.04,3363.29,3335.44,3360.47,4318570000
"Aug 07, 2020",3340.05,3352.54,3328.72,3351.28,4104860000
"Aug 06, 2020",3323.17,3351.03,3318.14,3349.16,4267490000
"Aug 05, 2020",3317.37,3330.77,3317.37,3327.77,4732220000
"Aug 04, 2020",3289.92,3306.84,3286.37,3306.51,4621670000
"Aug 03, 2020",3288.26,3302.73,3284.53,3294.61,4643640000
"Jul 31, 2020",3270.45,3272.17,3220.26,3271.12,5117260000
"Jul 30, 2020",3231.76,3250.92,3204.13,3246.22,4254010000
"Jul 29, 2020",3227.22,3264.74,3227.22,3258.44,4676300000
"Jul 28, 2020",3234.27,3243.72,3216.17,3218.44,4027890000
"Jul 27, 2020",3219.84,3241.43,3214.25,3239.41,3963910000
"Jul 24, 2020",3218.58,3227.26,3200.05,3215.63,3894900000
"Jul 23, 2020",3271.64,3279.99,3222.66,3235.66,4290460000
"Jul 22, 2020",3254.86,3279.32,3253.1,3276.02,4255190000
"Jul 21, 2020",3268.52,3277.29,3247.77,3257.3,4547960000
"Jul 20, 2020",3224.29,3258.61,3215.16,3251.84,3971200000
"Jul 17, 2020",3224.21,3233.52,3205.65,3224.73,3993830000
"Jul 16, 2020",3208.36,3220.39,3198.59,3215.57,3961230000
"Jul 15, 2020",3225.98,3238.28,3200.76,3226.56,4669760000
"Jul 14, 2020",3141.11,3200.95,3127.66,3197.52,4476170000
"Jul 13, 2020",3205.08,3235.32,3149.43,3155.22,4890780000
"Jul 10, 2020",3152.47,3186.82,3136.22,3185.04,4515340000
"Jul 09, 2020",3176.17,3179.78,3115.7,3152.05,4829020000
"Jul 08, 2020",3153.07,3171.8,3136.53,3169.94,4927700000
"Jul 07, 2020",3166.44,3184.15,3142.93,3145.32,4563700000
"Jul 06, 2020",3155.29,3182.59,3155.29,3179.72,4736450000
"Jul 02, 2020",3143.64,3165.81,3124.52,3130.01,4190830000
"Jul 01, 2020",3105.92,3128.44,3101.17,3115.86,4443130000
"Jun 30, 2020",3050.2,3111.51,3047.83,3100.29,4696280000
"Jun 29, 2020",3018.59,3053.89,2999.74,3053.24,4462770000
"Jun 26, 2020",3073.2,3073.73,3004.63,3009.05,8098120000
"Jun 25, 2020",3046.6,3086.25,3024.01,3083.76,4815420000
"Jun 24, 2020",3114.4,3115.01,3032.13,3050.33,5587200000
"Jun 23, 2020",3138.7,3154.9,3127.12,3131.29,4704830000
"Jun 22, 2020",3094.42,3120.92,3079.39,3117.86,4665380000
"Jun 19, 2020",3140.29,3155.53,3083.11,3097.74,8327780000
"Jun 18, 2020",3101.64,3120,3093.51,3115.34,4429030000
"Jun 17, 2020",3136.13,3141.16,3108.03,3113.49,4549390000
"Jun 16, 2020",3131,3153.45,3076.06,3124.74,5829240000
"Jun 15, 2020",2993.76,3079.76,2965.66,3066.59,5740660000
"Jun 12, 2020",3071.04,3088.42,2984.47,3041.31,5832250000
"Jun 11, 2020",3123.53,3123.53,2999.49,3002.1,7018890000
"Jun 10, 2020",3213.42,3223.27,3181.49,3190.14,6570840000
"Jun 09, 2020",3213.32,3222.71,3193.11,3207.18,6382620000
"Jun 08, 2020",3199.92,3233.13,3196,3232.39,8437380000
"Jun 05, 2020",3163.84,3211.72,3163.84,3193.93,8617590000
"Jun 04, 2020",3111.56,3128.91,3090.41,3112.35,6428130000
"Jun 03, 2020",3098.9,3130.94,3098.9,3122.87,5989560000
"Jun 02, 2020",3064.78,3081.07,3051.64,3080.82,5187230000
"Jun 01, 2020",3038.78,3062.18,3031.54,3055.73,4673410000
"May 29, 2020",3025.17,3049.17,2998.61,3044.31,7275080000
"May 28, 2020",3046.61,3068.67,3023.4,3029.73,5402670000
